student_id,age,gender,state,city_tier,college_tier,branch,degree,cgpa,backlog_history,attendance_percentage,primary_language,DSA_problems_solved,GitHub_repos,hackathons_participated,development_projects_count,AI_ML_projects,internships_completed,resume_score,communication_skills,aptitude_score,mock_interview_score,sleep_hours,screen_time,gaming_hours,study_hours_daily,stress_level,burnout_score,gym_frequency,family_income_lpa,self_learning_hours,motivation_level,placement_status,company_type,work_mode,salary_lpa,interview_rounds_cleared,offer_count,joining_delay_months,layoffs_risk_score,AI_tool_usage_frequency,prompt_engineering_skill,AI_fear_score,adaptability_score
STU00105,24,Male,Telangana,2,1,AI & DS,MCA,8.34,1,69.6,JavaScript,688,3,3,1,0,2,75,100,93,75,7.1,9.2,0.5,7.5,68,45,2,1,3.1,77,Placed,Startup,Hybrid,17.94,5,2,2,45,62,45,42,76
STU00106,21,Male,Tamil Nadu,2,1,Civil,MCA,6.26,1,75.6,Java,621,37,4,9,4,3,92,78,88,98,4.3,7.2,2.7,7.6,52,32,2,1.3,4.2,59,Placed,Product-Based,Onsite,20.2,4,3,5,33,78,61,44,78
STU00107,22,Female,Maharashtra,1,2,Computer Science,MCA,7.48,0,63.2,JavaScript,609,12,2,5,1,2,76,90,82,86,6.7,12,3.4,7.2,86,28,2,3.33,4.1,88,Placed,Startup,Hybrid,17.83,1,1,5,31,55,39,32,74
STU00108,20,Female,Tamil Nadu,3,2,Computer Science,BE,8.32,0,65.5,JavaScript,810,20,0,7,5,3,76,100,100,83,8.5,4.8,5.3,7.5,78,37,0,10.3,3.9,81,Placed,Service-Based,Remote,25.32,4,1,5,63,50,78,73,62
STU00109,21,Male,West Bengal,1,2,Electronics,BE,8.64,1,70.2,JavaScript,562,0,2,1,0,0,79,100,100,73,5.4,8.6,1.4,5.7,46,47,1,1.05,2.7,53,Placed,Service-Based,Hybrid,16.08,1,1,3,12,79,53,14,62
STU00110,24,Male,Gujarat,2,3,Computer Science,BE,7.09,0,74.3,Java,728,14,2,8,3,4,100,96,72,71,6.4,11.8,1.1,7,100,57,6,9.49,6.1,60,Placed,MNC,Hybrid,21.08,2,1,4,21,43,58,0,75
STU00111,23,Male,Delhi,2,3,AI & DS,BTech,6.71,2,71.6,Rust,730,23,10,7,3,6,100,70,96,63,6.1,5.8,3.7,10.5,82,26,3,10.69,5.9,65,Placed,MNC,Remote,21.96,2,1,4,15,100,70,33,55
STU00112,24,Male,Delhi,1,1,Information Technology,BTech,8.5,1,72.5,Go,464,31,0,10,7,7,100,82,85,74,6.6,4,0.4,7.2,46,89,3,10.77,5.5,98,Placed,Startup,Remote,23.58,2,1,5,23,20,89,3,65
STU00113,22,Female,Tamil Nadu,3,3,Mechanical,MCA,7.18,0,85.2,Java,571,29,1,9,2,2,90,90,80,100,6.3,6.7,2.5,5.4,17,29,6,13.89,3.3,62,Placed,Startup,Hybrid,18.97,2,3,2,11,93,85,20,48
STU00114,24,Male,Gujarat,1,1,Electronics,BTech,7.38,0,78.8,Go,614,22,0,8,3,7,100,53,75,77,7.3,7.8,3.4,9.4,57,30,3,9.18,5.5,71,Placed,MNC,Remote,21.91,4,1,4,45,32,64,25,79
STU00115,22,Male,Gujarat,3,2,Computer Science,MCA,7.53,0,74.4,Java,796,16,3,6,4,3,90,75,75,81,4.9,7.1,0,7.9,37,56,5,14.74,5.5,66,Placed,Service-Based,Onsite,20.26,5,2,5,15,56,52,20,73
STU00116,20,Male,Uttar Pradesh,3,3,Mechanical,MCA,6.51,0,67.2,Python,415,18,7,4,2,1,60,80,90,79,6,6.4,5.1,5.3,53,19,1,9.12,4.1,86,Placed,MNC,Onsite,16.05,4,1,2,25,62,18,39,66
STU00117,23,Male,Delhi,3,2,Computer Science,MCA,7.5600000000000005,0,59.4,C++,692,38,3,11,5,7,100,86,81,69,6.5,5.8,2.4,7.2,40,35,3,13.71,5.6,69,Placed,MNC,Onsite,23.45,1,1,4,31,27,65,71,50
STU00118,23,Male,Maharashtra,2,3,Electronics,MCA,8.22,2,74.9,JavaScript,757,18,4,6,4,1,83,88,87,84,6.2,8.1,0.8,5.5,47,12,3,7,1.3,74,Placed,Service-Based,Remote,23.4,3,1,0,33,84,71,24,32
STU00119,25,Male,Telangana,3,3,Computer Science,BE,6.75,0,96.6,JavaScript,598,5,2,4,2,1,74,98,53,51,7.8,8.7,1.1,7.4,78,31,4,9.22,1.5,72,Placed,MNC,Hybrid,17.41,1,3,3,63,63,26,33,81
STU00120,25,Female,Telangana,3,3,AI & DS,BE,7.67,0,74.1,Rust,568,9,1,4,3,1,90,82,92,83,5.7,5.1,2.9,9,100,66,5,1,2.4,99,Placed,Startup,Hybrid,17.59,4,1,5,39,68,52,46,88
STU00121,25,Female,Tamil Nadu,2,3,AI & DS,MCA,8.97,0,90.1,Rust,751,14,0,5,1,2,68,100,88,73,6.1,5.4,3.1,7.8,27,40,1,8.02,3.3,66,Placed,Service-Based,Onsite,16.74,4,1,4,50,56,47,45,38
STU00122,23,Female,West Bengal,1,3,Mechanical,BE,7.28,0,89.4,Rust,653,6,7,3,0,3,57,75,67,100,6.5,3.4,4.2,10.3,57,63,4,17.74,5,60,Placed,Service-Based,Hybrid,13.06,3,1,4,35,41,41,4,65
STU00123,24,Male,Delhi,2,2,Computer Science,BE,6.72,0,60.6,JavaScript,605,26,1,8,6,3,81,92,82,100,6.5,8.3,4.4,3.8,95,37,2,7.33,4.8,75,Placed,Startup,Hybrid,22.1,5,3,5,26,47,67,31,43
STU00124,23,Other,Uttar Pradesh,3,3,Electronics,BTech,8.1,0,76.8,JavaScript,718,14,2,4,3,3,93,100,97,77,5.8,6.9,3.9,6.5,5,50,4,11.37,3.8,79,Placed,Service-Based,Remote,22.5,3,2,4,31,87,45,70,79
STU00125,22,Male,West Bengal,3,2,Information Technology,BE,6.99,0,97.3,C++,584,20,1,7,4,1,62,89,68,81,7.1,7.1,1.1,7.7,91,42,5,1,2.2,56,Placed,Service-Based,Hybrid,18.91,2,2,4,36,72,71,37,46
STU00126,20,Male,Gujarat,1,3,Civil,BTech,6.43,0,66.5,Go,575,6,3,1,1,1,87,88,97,95,6.1,9,3.4,8.2,63,15,3,1.03,4.1,52,Placed,Startup,Remote,14.68,3,2,3,39,59,44,58,53
STU00127,23,Male,Delhi,2,2,AI & DS,BE,7.74,0,72.7,JavaScript,769,17,5,8,4,5,100,100,100,73,5.5,7.1,3.4,5.8,10,54,4,5.5600000000000005,6.1,77,Placed,Startup,Onsite,19.32,5,3,4,66,58,57,48,79
STU00128,21,Female,West Bengal,3,3,AI & DS,MCA,8.07,0,73.2,JavaScript,816,17,7,9,6,5,100,90,93,64,4.2,4.8,0,9,75,72,3,2.9699999999999998,5.4,61,Placed,Product-Based,Remote,21.46,3,3,1,44,42,77,60,56
STU00129,25,Male,Karnataka,3,3,Electronics,BTech,6.65,2,90.6,JavaScript,514,26,4,7,3,5,100,74,91,77,5.7,3.1,1.7000000000000002,7.6,42,39,2,14.49,4.3,53,Placed,Startup,Hybrid,17.74,3,1,2,35,86,60,72,60
STU00130,22,Male,Telangana,2,3,Mechanical,MCA,7.03,0,75.6,Go,743,7,3,6,5,3,100,91,72,100,5,6.2,2.6,8.5,43,57,1,5.55,2.9,58,Placed,Service-Based,Hybrid,17.66,1,2,4,33,72,64,33,94
STU00131,25,Male,Telangana,3,2,Electronics,MCA,8.02,0,77,JavaScript,524,26,4,11,5,4,93,84,81,79,8.8,6.8,2.2,9.8,52,40,1,4.79,6.2,57,Placed,Service-Based,Hybrid,21.71,3,2,0,35,48,95,54,64
STU00132,20,Male,Gujarat,3,1,Information Technology,BTech,7.3,3,65.3,Rust,619,7,0,2,0,1,63,81,85,88,6,6,3.3,6.9,57,47,2,11.94,3.3,55,Placed,Startup,Hybrid,17.03,1,1,2,39,57,58,43,88
STU00133,24,Female,Karnataka,3,3,AI & DS,MCA,6.71,1,83.3,Rust,689,22,5,8,4,4,100,70,72,69,6.5,4.9,2.6,7.6,81,78,4,9.45,5.5,58,Placed,Startup,Remote,20.32,5,1,5,35,0,67,33,70
STU00134,25,Male,Delhi,3,3,AI & DS,BE,6.51,1,64.9,C++,622,24,0,6,2,3,78,79,77,99,6.5,6.7,0,6.1,57,35,4,8.11,4.7,70,Placed,Service-Based,Remote,18.8,4,2,2,44,48,74,33,81
STU00135,24,Female,Delhi,2,1,Electronics,BTech,9.71,0,75.4,C++,896,34,0,11,4,9,100,100,98,100,6.2,6.2,3.8,10,16,19,5,8.79,7.8,89,Placed,Startup,Hybrid,30.05,2,2,5,32,54,84,32,52
STU00136,22,Other,Maharashtra,3,2,AI & DS,MCA,6.33,1,58.9,Python,616,21,3,8,1,1,73,90,67,100,6,5.7,0,6,56,43,1,15.55,4.3,60,Placed,Service-Based,Remote,16.13,3,2,2,40,16,46,33,72
STU00137,20,Male,Maharashtra,2,3,Civil,BE,9.07,0,74.2,Rust,684,10,0,5,0,3,79,97,66,59,6.1,8.6,0.6000000000000001,8.6,90,40,6,6.75,3.1,59,Placed,Startup,Onsite,18.29,3,2,4,31,59,49,25,70
STU00138,24,Female,West Bengal,3,3,Computer Science,BTech,7.24,0,69.9,Go,756,24,2,9,8,4,94,99,86,100,6.6,3.3,2,7.8,72,51,6,9.63,4.4,63,Placed,Service-Based,Hybrid,23.74,3,3,4,19,46,71,45,91
STU00139,22,Female,West Bengal,1,2,Mechanical,BE,7.26,0,76.2,Python,586,10,3,4,1,0,67,76,81,76,6.7,5.8,1.1,5.5,80,39,0,5.14,4.5,78,Placed,MNC,Hybrid,15.49,1,3,5,54,69,47,75,70
STU00140,22,Female,West Bengal,1,3,Computer Science,BTech,7.46,0,80.4,JavaScript,481,31,0,9,4,4,100,85,82,100,5.4,3.7,1.9,10.4,52,59,4,9.43,4.4,78,Placed,Product-Based,Remote,19.36,5,1,1,59,82,81,32,61
STU00141,23,Female,Maharashtra,3,2,Information Technology,BTech,9.14,0,67.3,Go,636,24,4,7,3,5,100,73,100,88,5.1,6.9,3,8.2,65,71,6,7.71,4.3,67,Placed,Service-Based,Remote,22.54,5,2,3,11,70,79,30,65
STU00142,20,Female,Delhi,2,3,Computer Science,MCA,6.23,0,97.6,JavaScript,653,36,0,12,7,6,100,100,96,86,6.5,8.6,3,9.2,59,50,1,6.37,6.2,71,Placed,Startup,Onsite,20.91,1,2,3,5,48,69,37,53
STU00143,21,Female,Uttar Pradesh,2,3,Mechanical,BE,7.79,1,95.4,C++,765,21,7,8,1,3,74,67,86,79,5.5,6.2,4.8,8.6,55,50,0,8.42,3.3,42,Placed,Product-Based,Hybrid,19.19,1,1,2,24,74,37,82,63
STU00144,24,Female,Maharashtra,1,3,Civil,MCA,6.15,0,84.5,Java,501,32,2,7,4,3,78,100,49,99,6.4,10.1,3.8,6,21,67,0,2.68,1.9,66,Placed,Startup,Onsite,19.51,2,1,4,48,54,65,47,66
STU00145,25,Male,Delhi,2,3,Electronics,MCA,6.93,0,70.8,Java,643,26,2,8,5,4,100,94,100,87,5.6,7.9,1.5,7.8,13,32,0,8.6,3.7,52,Placed,Startup,Remote,19.29,4,3,0,35,56,40,24,51
STU00146,25,Male,Tamil Nadu,2,1,Civil,BTech,8.35,0,82.6,Python,473,10,3,5,3,0,55,85,64,98,7,7.4,5.5,8.6,42,75,5,14.31,1.6,55,Placed,MNC,Hybrid,17.53,1,2,2,22,80,56,28,78
STU00147,21,Male,West Bengal,2,1,AI & DS,MCA,8.21,0,89.8,JavaScript,659,34,4,10,3,5,100,90,81,100,5.4,5.4,1.1,10,49,58,6,9.54,7.1,49,Placed,Service-Based,Remote,25.4,5,1,1,53,91,57,44,86
STU00148,21,Male,Delhi,3,3,Electronics,MCA,6.72,0,71.6,C++,431,18,4,7,2,4,100,94,73,99,5.5,4.3,0,7.8,79,35,4,9.8,2.9,100,Placed,Product-Based,Remote,16.4,1,3,2,40,60,52,0,75
STU00149,20,Female,Delhi,2,2,Electronics,MCA,6.77,0,85.6,Go,698,28,1,11,4,4,100,83,84,70,4.1,6.7,0,5.1,48,67,4,12.66,4.7,74,Placed,Startup,Hybrid,17.81,5,1,1,42,82,68,41,64
STU00150,22,Male,Karnataka,2,1,Civil,BTech,7.09,0,72.6,Rust,600,27,2,8,3,4,100,79,99,70,7.1,6,3.3,6.8,38,55,0,19.12,6.1,100,Placed,Startup,Hybrid,23.02,2,1,3,41,84,68,60,39
STU00151,22,Male,Tamil Nadu,3,1,Computer Science,BTech,9.21,1,65.2,Python,462,16,3,6,3,6,100,81,96,72,7.3,7,1.8,9.7,56,25,2,7.21,7.4,76,Placed,Service-Based,Onsite,22.57,2,2,5,35,48,52,26,90
STU00152,22,Female,Gujarat,1,3,Mechanical,BTech,7.22,2,59.1,JavaScript,532,6,3,4,3,3,72,91,75,93,4.9,7.2,6.4,6.3,55,38,4,1.75,2.8,67,Placed,Service-Based,Onsite,14.31,2,1,0,7,83,63,87,61
STU00153,25,Male,Uttar Pradesh,3,3,Electronics,MCA,8.21,1,52,Go,668,20,1,6,4,2,74,86,70,77,9.4,4.7,4,8.4,70,13,6,9.49,3.8,74,Placed,Product-Based,Hybrid,21.21,4,3,4,30,36,89,64,50
STU00154,20,Female,Karnataka,1,3,Civil,BTech,7.33,0,76.3,JavaScript,902,14,6,3,2,1,66,86,81,76,7.8,9.2,1.1,10.6,64,9,6,8.84,0.7000000000000001,96,Placed,Service-Based,Onsite,22.33,1,1,5,24,41,54,47,53
STU00155,24,Male,Gujarat,1,3,Computer Science,BTech,6.83,0,75.7,Python,716,15,2,3,1,1,70,81,91,91,8.1,7.5,0.9,9.2,24,46,2,2.59,4.6,91,Placed,MNC,Onsite,11.78,5,3,2,20,37,66,75,76
STU00156,22,Female,Gujarat,1,1,Civil,BTech,8.6,2,92.5,Python,592,37,1,9,3,4,100,100,85,99,7,7.1,1.2,5.5,0,34,1,7.43,5.5,38,Placed,Product-Based,Onsite,25.22,1,3,1,53,49,36,29,96
STU00157,21,Male,West Bengal,1,2,Electronics,BTech,6.49,2,70.5,Go,537,9,3,7,4,2,98,77,53,87,7,6.4,0.7000000000000001,7.4,64,48,3,7.26,1.5,75,Placed,Product-Based,Onsite,21.89,5,3,3,66,68,69,19,59
STU00158,25,Male,West Bengal,3,3,Computer Science,BE,7.35,0,84.7,C++,594,12,5,6,2,3,100,98,66,89,6.3,6,0.8,8.9,60,31,5,18.42,3,64,Placed,Product-Based,Hybrid,18.05,5,2,1,38,75,49,0,85
STU00159,21,Female,Telangana,3,2,AI & DS,BTech,8.88,0,61.6,Python,772,20,1,7,5,4,99,100,56,49,5.5,3,4.3,8,49,29,5,13.9,6.6,89,Placed,Service-Based,Hybrid,22.6,5,3,2,0,38,71,42,72
STU00160,22,Male,West Bengal,1,1,Electronics,MCA,7.19,0,82.4,JavaScript,643,2,3,2,0,2,93,70,46,81,7.5,9.3,1.5,4.8,71,41,2,7.87,3.3,70,Placed,MNC,Hybrid,17.15,4,1,2,25,42,57,77,77
STU00161,25,Female,Karnataka,1,3,Electronics,BE,7.18,0,74.8,C++,554,20,0,8,5,2,70,83,64,84,6.6,7.7,0,7.5,47,48,1,3.96,5.4,63,Placed,MNC,Hybrid,17.22,5,3,3,37,35,77,100,69
STU00162,23,Male,Maharashtra,3,2,AI & DS,MCA,7.29,0,67.1,JavaScript,665,6,2,4,2,1,89,72,77,65,4.3,7.5,2.1,8.9,47,70,3,1,5.8,64,Placed,Product-Based,Remote,16.23,3,2,1,37,36,68,48,51
STU00163,21,Male,Delhi,2,3,Civil,BE,7.22,0,65.6,Go,499,24,2,7,2,3,84,75,88,81,6.4,9.3,6.1,8.1,42,64,1,4.09,4.3,55,Placed,Product-Based,Onsite,18.99,3,2,3,38,76,41,45,95
STU00164,23,Male,West Bengal,2,3,Computer Science,BTech,7.42,0,84.6,C++,786,29,0,9,2,3,79,76,100,56,7.7,6.3,3.9,7.6,81,69,1,5.92,4.8,66,Placed,Startup,Hybrid,21.85,5,2,3,32,41,21,29,61
STU00165,24,Female,West Bengal,1,2,AI & DS,BE,8.59,1,79.2,Java,840,10,2,5,0,2,100,93,78,72,5.4,7,3.1,8.2,58,31,5,1,3.1,66,Placed,MNC,Onsite,22.17,1,1,5,45,69,65,13,81
STU00166,24,Female,Delhi,3,3,AI & DS,BTech,5.2,2,82.3,C++,595,0,4,5,5,2,74,93,64,93,5.9,4.4,2.2,8.3,55,28,4,10.53,5.5,72,Placed,MNC,Onsite,12.38,2,1,3,19,70,65,18,68
STU00167,24,Male,Uttar Pradesh,1,2,Computer Science,BTech,8.05,0,82.9,Java,671,37,4,11,5,5,100,77,100,56,6.1,4,0.8,8.2,55,50,1,7.75,5.6,56,Placed,Product-Based,Remote,26.43,2,2,3,38,61,87,61,47
STU00168,23,Male,Tamil Nadu,1,3,Mechanical,MCA,7.53,1,94.5,C++,473,3,4,2,2,1,69,100,89,73,4.8,10.2,4.3,10.8,62,30,1,9.95,4.2,79,Placed,Service-Based,Hybrid,13.66,5,3,1,33,50,75,60,51
STU00169,25,Female,West Bengal,3,2,Mechanical,BTech,8,0,80.5,JavaScript,601,24,3,10,5,8,100,88,79,79,6.3,7.2,3.5,9.6,24,36,6,12.73,6.6,52,Placed,Startup,Hybrid,24.11,1,3,5,26,47,54,30,67
STU00170,24,Male,Delhi,2,1,Civil,MCA,8.66,3,78.1,Rust,794,23,3,10,6,4,100,97,97,71,6.7,5.2,4.1,10.5,97,4,2,8.9,4.2,57,Placed,Startup,Remote,25.88,1,1,1,51,47,80,49,79
STU00171,25,Male,Gujarat,1,1,Mechanical,BE,8.96,2,80.6,Go,692,20,2,7,3,3,100,85,88,81,6.4,5.3,1.9,8.6,69,62,5,11.53,4.2,79,Placed,Service-Based,Remote,21.76,4,1,1,18,41,30,71,61
STU00172,25,Male,Gujarat,2,3,AI & DS,BE,9.37,0,78.3,Go,821,26,3,8,1,4,69,83,100,50,6.4,6.7,3.4,10.7,99,45,3,8.59,5,55,Placed,Product-Based,Remote,25.33,1,3,4,43,74,60,41,51
STU00173,21,Female,West Bengal,1,2,Civil,BE,6.26,0,66.9,C++,613,18,4,11,4,4,79,76,66,92,5.6,5.2,2.2,7.7,38,65,4,13.62,4.9,54,Placed,Service-Based,Onsite,20.24,4,1,5,34,34,77,45,83
STU00174,22,Male,Uttar Pradesh,3,1,Mechanical,BE,6.47,0,63.3,Python,785,14,2,7,5,3,76,81,52,76,5.3,7.5,2,11.4,65,14,4,5.48,4.6,45,Placed,Startup,Onsite,21.07,1,1,2,21,54,90,68,64
STU00175,22,Female,Uttar Pradesh,1,3,Information Technology,BE,5.84,0,66.6,Java,575,6,0,6,4,3,81,97,81,75,5.7,7.5,4.3,7.3,45,63,6,1,5,61,Placed,Service-Based,Onsite,13.52,5,1,4,29,52,32,72,44
STU00176,21,Female,West Bengal,2,3,AI & DS,BE,6.89,0,86.9,JavaScript,493,19,6,5,3,2,78,89,75,81,6.1,8.3,2.6,7,53,34,4,3.41,4.1,79,Placed,Startup,Hybrid,17.76,4,2,4,19,55,84,55,71
STU00177,20,Male,Maharashtra,1,3,Information Technology,MCA,6.6,1,80.9,Go,505,6,3,3,0,1,61,76,82,74,5.7,6.3,3.1,9,5,60,1,10.77,2.4,82,Not Placed,,,0,1,0,0,54,79,56,54,43
STU00178,22,Male,Telangana,3,2,Computer Science,BE,7.22,0,76.9,Java,576,24,3,9,5,4,97,88,85,94,5.9,5.7,1.6,9.5,64,40,5,2.5,6.6,82,Placed,Product-Based,Remote,19.08,4,2,2,27,71,62,37,59
STU00179,24,Female,Tamil Nadu,2,2,Mechanical,MCA,7.74,1,79.8,Python,712,20,2,8,2,8,100,58,92,85,5.4,8,3.5,7.7,28,61,1,6.4,6.5,93,Placed,MNC,Hybrid,21.43,3,2,0,3,55,45,67,70
STU00180,22,Male,Gujarat,1,3,Electronics,MCA,8.15,1,87.3,Rust,586,12,0,5,2,2,98,100,91,84,4.8,4.7,7.3,6.8,81,59,2,8.69,4.1,57,Placed,Product-Based,Onsite,21.24,4,2,2,46,96,36,0,68
STU00181,21,Male,Karnataka,2,1,Electronics,MCA,8.1,0,70.3,Go,857,13,0,7,3,1,88,97,73,88,5.6,6.2,3.8,6.1,51,49,4,11,2.6,92,Placed,Product-Based,Hybrid,21.37,1,3,0,22,50,69,31,65
STU00182,24,Male,West Bengal,2,2,Civil,BTech,7.35,0,75.7,Go,987,27,5,8,7,4,87,95,76,100,5.8,4.9,1.9,9.8,49,8,2,8.51,3.2,96,Placed,MNC,Remote,26.59,2,1,0,18,47,25,38,78
STU00183,24,Male,Gujarat,1,3,Information Technology,MCA,5.87,0,83.6,Java,746,3,4,3,2,0,61,82,70,85,4.6,8.2,3.3,5.9,62,69,5,13.39,1.8,82,Placed,Product-Based,Remote,14.47,5,1,3,46,73,58,45,79
STU00184,25,Male,Karnataka,2,3,Mechanical,BTech,7.49,0,79.3,Rust,628,21,0,6,1,1,90,81,70,74,8.2,9.1,3.2,5.3,31,26,4,9.34,2.9,50,Placed,Service-Based,Remote,18.63,5,1,5,34,49,69,54,44
STU00185,25,Male,Maharashtra,1,2,Electronics,BTech,7.78,0,75.4,C++,691,8,4,1,0,0,76,92,54,100,5.8,4.9,1.6,6.4,30,37,2,8,1.2,70,Placed,Service-Based,Hybrid,19.23,3,3,3,38,84,68,65,61
STU00186,24,Male,Uttar Pradesh,2,3,Information Technology,BTech,5.73,0,54.2,Go,492,7,3,5,0,0,69,59,76,65,6.6,2.9,1.4,7.4,84,63,0,9.16,1.4,57,Not Placed,,,0,0,0,0,43,87,44,63,48
STU00187,25,Female,Uttar Pradesh,1,1,Civil,MCA,7.98,1,70.5,Python,459,17,3,7,4,2,78,100,100,68,5.9,10.1,2.6,7.8,60,46,6,13.46,4.3,100,Placed,Startup,Remote,17.06,5,2,4,42,77,25,30,51
STU00188,20,Male,Karnataka,3,2,Civil,BE,7.69,0,65.5,Go,646,13,3,6,2,2,74,89,56,68,6.6,5.1,2.6,9,58,61,4,13.67,3.3,62,Placed,Startup,Hybrid,17.49,3,3,4,0,59,39,57,81
STU00189,22,Male,Tamil Nadu,2,1,Information Technology,BE,9.54,1,82.4,Rust,717,10,3,5,4,4,95,73,94,80,6.7,7.3,1.5,6.7,36,24,6,6.09,4.9,74,Placed,Service-Based,Hybrid,25.5,4,3,2,46,76,67,42,78
STU00190,20,Female,Gujarat,1,2,AI & DS,BTech,6.35,1,79.8,JavaScript,424,17,5,6,3,2,73,78,72,91,5.2,10,2.3,5.3,20,36,6,16.25,2.9,69,Placed,Service-Based,Onsite,16.93,4,1,5,35,38,74,62,69
STU00191,20,Male,Tamil Nadu,3,2,Computer Science,BE,7.4,1,84.4,C++,601,24,3,7,5,3,100,71,82,59,7.2,4,1.7000000000000002,9.6,10,17,0,1,5.7,57,Placed,Service-Based,Onsite,23,4,2,3,33,84,80,44,73
STU00192,20,Male,Uttar Pradesh,1,1,AI & DS,BE,7.23,0,73.2,JavaScript,313,27,3,9,4,5,93,74,97,54,4.5,8.6,1.6,7.5,52,46,1,5.79,5,61,Placed,Service-Based,Remote,18.62,4,3,0,32,37,54,45,39
STU00193,23,Female,Uttar Pradesh,3,3,Mechanical,BTech,6.59,0,69.1,Python,614,28,6,11,4,4,100,87,73,90,7.1,7,4.5,7.1,18,44,1,16.46,6,45,Placed,Product-Based,Onsite,16.56,2,1,2,6,61,60,42,89
STU00194,22,Female,Telangana,3,3,Civil,BE,8.01,0,66.4,Rust,772,16,2,5,1,3,78,73,70,48,7.8,9.7,1.5,7,78,35,1,5.14,5,66,Placed,Service-Based,Remote,20.8,5,2,2,16,58,52,50,63
STU00195,23,Male,Uttar Pradesh,3,3,Electronics,BTech,6.03,0,75.5,Go,747,2,2,1,0,1,78,83,73,100,5.3,4.4,0,8,87,53,3,5.91,1.1,79,Placed,MNC,Onsite,11.17,2,3,4,15,84,51,31,66
STU00196,24,Male,West Bengal,3,3,Electronics,BTech,6.21,0,75.1,Go,728,24,2,8,3,3,96,62,68,78,5.9,11.7,2.9,7.6,60,41,5,10.77,4.8,63,Placed,Service-Based,Remote,18.08,4,1,4,42,73,58,52,52
STU00197,23,Male,Delhi,1,1,Civil,BE,7.78,1,85.9,Rust,580,19,0,5,0,2,73,87,83,84,5.2,8.4,4.5,6.5,45,62,5,11.54,4.3,94,Placed,Startup,Onsite,21.1,5,1,5,55,68,54,89,24
STU00198,25,Male,Karnataka,2,3,AI & DS,MCA,8.84,0,75.6,Java,508,22,4,7,1,1,72,96,57,100,4.8,6.4,0.4,8.1,63,50,6,10.87,2.5,70,Placed,Service-Based,Hybrid,17.39,1,2,4,39,70,44,53,69
STU00199,25,Male,Maharashtra,2,1,Civil,BE,6.85,0,90.1,Rust,661,17,1,8,6,2,70,100,98,98,7.4,9.5,1.9,8.6,96,47,3,3.33,5,47,Placed,Startup,Remote,21.12,3,1,3,43,22,70,19,65
STU00200,23,Male,Gujarat,2,3,Electronics,MCA,7.24,0,68.2,JavaScript,743,19,3,7,1,4,100,100,67,100,7.2,6.1,1.2,10.2,47,15,5,10.37,5.2,63,Placed,Startup,Remote,20.66,5,2,1,29,54,29,43,59
STU00201,21,Male,Tamil Nadu,3,3,Civil,BE,7.22,0,73.7,Go,713,23,4,7,3,2,73,65,82,92,5.6,7.9,3.2,7.9,91,32,6,3.62,4.2,64,Placed,Service-Based,Remote,13.46,2,3,0,3,93,55,65,70
STU00202,21,Male,Gujarat,2,3,Mechanical,BE,7.11,2,74.9,Rust,581,18,5,4,2,0,42,76,80,94,5.7,8.3,2.7,9.1,95,60,3,18.44,2.1,66,Placed,Service-Based,Remote,18.69,5,3,1,47,94,69,83,70
STU00203,23,Male,West Bengal,1,3,Computer Science,BTech,7.62,0,79.6,Python,472,10,4,8,3,5,98,88,100,88,4.9,8.5,3,6.9,80,52,3,1,5,38,Placed,Product-Based,Onsite,20.37,5,1,3,42,73,55,27,55
STU00204,23,Male,Telangana,2,2,Computer Science,BE,7.83,2,78,Java,828,7,1,1,1,0,69,70,93,91,5.2,7.3,4.4,7.4,53,51,5,12.37,2.6,72,Placed,Service-Based,Onsite,20.96,1,1,3,22,78,50,73,54
STU00205,23,Male,Karnataka,2,2,Mechanical,BE,8.95,0,74.6,Rust,668,17,5,4,1,1,78,80,92,91,7.6,5.9,4.5,7.4,80,25,2,5.72,3.3,76,Placed,Service-Based,Onsite,23.51,3,2,0,0,59,52,30,58
STU00206,21,Female,Uttar Pradesh,3,2,AI & DS,BE,7.78,3,100,Java,427,21,0,7,4,4,100,88,73,83,5.3,7,2.7,6.6,56,42,0,7.82,2.8,70,Placed,Startup,Hybrid,23.52,5,2,1,53,80,65,14,54
STU00207,20,Male,Maharashtra,3,2,Civil,MCA,7.96,0,83.6,C++,879,28,0,9,4,6,100,100,77,100,6.3,7.3,1.9,8.5,73,44,2,6.44,4.7,66,Placed,Startup,Onsite,25.91,4,1,1,39,100,72,56,53
STU00208,22,Female,Karnataka,2,2,AI & DS,BE,7.7,0,84.7,Rust,538,10,0,3,5,1,76,96,49,82,8.5,3.6,4.2,8.8,56,26,4,5.51,3.3,48,Placed,Service-Based,Onsite,17.85,3,2,0,48,61,53,21,59
STU00209,24,Male,Uttar Pradesh,2,3,Computer Science,BTech,6.99,0,71.2,Java,615,15,3,4,1,1,75,87,78,100,5.7,4.6,3,10.1,68,42,3,4.92,1.7000000000000002,60,Placed,MNC,Hybrid,16.44,1,2,1,34,36,36,87,52
STU00210,24,Female,West Bengal,3,1,Computer Science,BTech,8.27,0,86.3,Python,645,19,0,7,3,4,100,100,50,86,6.9,6.3,6,8.9,33,4,4,1.18,4.9,69,Placed,Startup,Hybrid,23.04,5,3,1,23,72,62,46,57
